order_id,user_id,product_id,category,price,TotaQuantity,TotalPrice,order_date.1,order_time,order_date.3,country,customer_segment,Year,Month Name,Days in Month,Week of Month,Quarter,Hour
100201,1292,158,Books,26.55,3,79.65,16-Jul-22,08:46:21,AM,Canada,Low-Value,2022,July,31,3,3,8
100209,1590,450,Electronics,713.73,4,2854.92,26-Jan-24,08:01:24,AM,Canada,High-Value,2024,January,31,4,1,8
100211,1760,224,Clothing,90.25,3,270.75,13-Jan-22,12:53:34,PM,United States,Mid-Value,2022,January,31,3,1,12
100220,1440,334,Beauty,19.82,5,99.1,04-Nov-24,06:58:04,PM,India,Low-Value,2024,November,30,2,4,6
100221,2295,464,Books,17.38,3,52.14,11-Jun-23,04:16:36,AM,United States,Low-Value,2023,June,30,3,2,4
100233,2192,332,Clothing,107.77,3,323.31,12-Mar-24,09:40:17,AM,Netherlands,Mid-Value,2024,March,31,3,1,9
100238,1795,279,Grocery,36.52,4,146.08,17-Jun-24,03:18:08,AM,India,Low-Value,2024,June,30,4,2,3
100249,1844,46,Grocery,35.01,3,105.03,16-Jun-24,11:18:16,PM,Italy,Low-Value,2024,June,30,4,2,11
100251,2977,230,Sports,224.19,3,672.57,12-Dec-23,07:33:23,AM,United States,High-Value,2023,December,31,3,4,7
100255,2386,246,Beauty,74.58,3,223.74,15-Aug-23,02:09:20,AM,Mexico,Mid-Value,2023,August,31,3,3,2
100262,1439,52,Home,47.32,3,141.96,07-May-22,12:13:41,PM,China,Low-Value,2022,May,31,1,2,12
100264,263,88,Home,21.36,4,85.44,15-Dec-23,04:37:30,AM,United States,Low-Value,2023,December,31,3,4,4
100268,624,150,Home,32.35,3,97.05,30-Jun-24,03:39:22,AM,Japan,Low-Value,2024,June,30,6,2,3
100290,1446,193,Toys,30.85,3,92.55,07-Jun-24,05:00:23,AM,Australia,Low-Value,2024,June,30,2,2,5
100302,2870,10,Grocery,43.4,3,130.2,28-Dec-24,03:59:40,PM,India,Low-Value,2024,December,31,4,4,3
100309,1301,283,Clothing,91.27,3,273.81,11-Jun-23,01:45:34,PM,India,Mid-Value,2023,June,30,3,2,1
100311,1528,113,Toys,59.31,5,296.55,09-Feb-25,11:33:06,PM,South Africa,Mid-Value,2025,February,28,3,1,11
100313,1416,71,Clothing,22.44,5,112.2,20-Jun-23,09:16:33,AM,United States,Low-Value,2023,June,30,4,2,9
100330,2075,41,Home,62.46,5,312.3,16-May-24,11:19:32,PM,Canada,Mid-Value,2024,May,31,3,2,11
100335,960,279,Books,42.53,3,127.59,14-May-25,11:39:55,PM,United States,Low-Value,2025,May,31,3,2,11
100337,453,469,Grocery,26.82,3,80.46,22-Nov-24,06:12:32,AM,France,Low-Value,2024,November,30,4,4,6
100338,816,400,Sports,67.75,4,271,29-Mar-23,09:57:08,PM,Brazil,Mid-Value,2023,March,31,5,1,9
100344,2206,320,Clothing,104.97,3,314.91,27-Dec-23,06:44:11,PM,Netherlands,Mid-Value,2023,December,31,5,4,6
100347,2566,38,Grocery,29.32,5,146.6,22-Sep-23,09:34:58,AM,United Kingdom,Low-Value,2023,September,30,4,3,9
100351,2328,191,Toys,32.87,3,98.61,18-Nov-22,01:57:42,PM,France,Low-Value,2022,November,30,3,4,1
100368,1759,105,Clothing,76.74,3,230.22,27-Aug-24,10:11:30,AM,United Kingdom,Mid-Value,2024,August,31,5,3,10
100374,626,364,Electronics,679.66,5,3398.3,16-Jan-23,01:04:49,AM,Germany,High-Value,2023,January,31,3,1,1
100381,246,496,Clothing,67.34,3,202.02,12-Jul-22,10:40:47,AM,Australia,Mid-Value,2022,July,31,3,3,10
100384,2807,340,Books,7.81,5,39.05,15-Jan-22,03:25:24,AM,France,Low-Value,2022,January,31,3,1,3
100390,525,320,Electronics,599.22,5,2996.1,07-Nov-22,10:28:42,AM,Spain,High-Value,2022,November,30,2,4,10
100404,1167,443,Clothing,25.49,3,76.47,15-Jan-24,09:07:54,AM,France,Low-Value,2024,January,31,3,1,9
100418,1716,386,Books,13.12,5,65.6,28-Nov-22,06:30:33,AM,Japan,Low-Value,2022,November,30,5,4,6
100424,2312,345,Electronics,196.5,3,589.5,17-Sep-23,11:57:56,AM,United States,High-Value,2023,September,30,4,3,11
100431,992,270,Sports,109.55,5,547.75,23-Sep-22,07:46:18,AM,Mexico,High-Value,2022,September,30,4,3,7
100433,47,152,Grocery,1.78,3,5.34,06-Jul-24,07:56:38,AM,United States,Low-Value,2024,July,31,1,3,7
100436,2984,399,Electronics,483,3,1449,14-Jun-22,05:23:07,AM,Netherlands,High-Value,2022,June,30,3,2,5
100441,1130,283,Clothing,16.42,5,82.1,05-Jul-22,01:06:34,PM,France,Low-Value,2022,July,31,2,3,1
100443,1683,355,Beauty,54.79,4,219.16,01-Apr-25,07:24:56,PM,Australia,Mid-Value,2025,April,30,1,2,7
100444,657,215,Toys,80.03,3,240.09,05-Jun-22,10:54:10,AM,Australia,Mid-Value,2022,June,30,2,2,10
100446,831,328,Beauty,70.86,4,283.44,05-May-23,10:17:26,PM,Netherlands,Mid-Value,2023,May,31,1,2,10
100448,1082,23,Clothing,45.42,3,136.26,27-Sep-24,01:51:06,AM,Canada,Low-Value,2024,September,30,4,3,1
100449,1975,68,Toys,18.9,3,56.7,28-Aug-24,08:26:27,AM,United States,Low-Value,2024,August,31,5,3,8
100451,741,447,Electronics,462.47,3,1387.41,15-Feb-23,07:54:14,AM,United States,High-Value,2023,February,28,3,1,7
100469,704,207,Beauty,30.11,5,150.55,25-Apr-23,02:13:15,AM,Italy,Mid-Value,2023,April,30,5,2,2
100472,2838,380,Toys,54.42,5,272.1,06-Sep-24,06:14:41,PM,United States,Mid-Value,2024,September,30,1,3,6
100475,154,237,Home,135.61,5,678.05,11-Oct-23,06:26:26,AM,United States,High-Value,2023,October,31,2,4,6
100484,958,444,Beauty,69.5,5,347.5,10-Jul-22,05:11:05,AM,Australia,Mid-Value,2022,July,31,3,3,5
100485,453,73,Clothing,59.91,5,299.55,15-Jun-23,12:00:52,AM,Canada,Mid-Value,2023,June,30,3,2,12
100488,2266,28,Toys,12.64,4,50.56,27-May-23,02:09:08,AM,Germany,Low-Value,2023,May,31,4,2,2
100497,2071,477,Beauty,87.98,3,263.94,24-May-23,09:36:24,PM,United States,Mid-Value,2023,May,31,4,2,9
100498,1786,210,Home,87.99,3,263.97,28-Feb-24,11:34:30,PM,Japan,Mid-Value,2024,February,29,5,1,11
